time,_EF7C5ECB-D33A-4087-BEB6-F31D65141B0D,_84344D37-5FF6-41C7-B8BD-0C58C8A6127A,_6D6095A1-B8D2-4FCA-8CD0-F722B4821DDD,_D009A3C1-C692-4E8B-B61C-41AAB2B9CC3D,_BE656414-6022-4085-AEFB-1D0430115DDD,_F4DCED4E-C372-4346-93E2-3B42DC095342,_B3AA14EF-645C-426D-B8DB-88890419C026,_F75F741F-5AE6-4B94-9687-EBD448F9A3D2,_B6F8037C-13E2-4800-A5B9-C3AE40CAC974,_99DFCCC5-D806-4C67-A1C6-C42410C707C0,_DFF0E3D7-7937-4194-B3EB-1516BDE3A1A8,_876669DF-6329-433E-8E85-9DD1676ED184,_EE488DF2-AAAF-475A-8E14-F30782F500F1,_FB758C28-E30F-417B-87AC-F7C503E440F3,_DD3BECE1-B157-4339-A940-46A3102DD036,_A986DD32-A8AA-4FBC-83BD-7817B7A8B596,_9C073E59-7B8C-4B0C-B75C-5C33BA9BB296,_D5400D7D-AF66-49AF-9D78-97A644C819E4,_C85037BE-F5D8-4350-9680-5DFA0D636D14,_EFFEF02F-8A2F-4BBC-B36C-2445F6D8833B,_F042AD78-19E9-4BC3-A297-8BC1C7A8D2FA,_A8DE8CCA-4406-4387-9FF0-B122A3C1AE93,_BFF9B481-DF3F-462C-9814-4F3396F574E6,_73E53FC8-9ACE-46A7-8545-9FCD9A2BE8F1,_72BEEFCE-701D-4B35-98D9-89341BEF210D,_9EF99C68-8B0E-43B4-8788-4799580DD6F8,_99F8A9C7-622D-466A-A732-2A6AFFF81B10,_8F343A5E-A613-46A2-ACFF-D5CEE505C5CE,_F8868CE9-727F-4286-97F9-4FF83EE48B3A,_BAF7127F-F0E5-4B0E-B750-3A92826BBB8D,_FCD2F522-3FAC-45CB-B941-AEDB3B16A2DF,_FACC9D1F-29AA-4660-A0D3-B437A655540B,_F725D16B-B25E-4D52-AD64-E792648C2B38
1660660988,0,0,75,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
