time,0,1
1772583042,0,1
1772583044,0,1
1772583046,0,1
1772583048,0,1
1772583050,0,1
1772583052,0,1
1772583054,0,1
1772583056,0,1
1772583058,0,1
1772583060,0,1
1772583062,0,1
1772583064,0,1
1772583066,0,1
1772583068,0,1
1772583070,0,1
1772583072,0,1
1772583074,0,1
1772583076,0,1
1772583078,0,1
1772583081,0,1
1772583083,0,1
1772583085,0,1
1772583087,0,1
1772583089,0,1
1772583091,0,1
1772583093,0,1
1772583095,0,1
1772583097,0,1
1772583099,0,1
1772583101,0,1
1772583103,0,1
1772583105,0,1
1772583107,0,1
1772583109,0,1
1772583111,0,1
1772583113,0,1
1772583115,0,1
1772583117,0,1
1772583119,0,1
1772583121,0,1
1772583123,0,1
1772583125,0,1
1772583127,0,1
1772583129,0,1
1772583131,0,1
1772583133,0,1
1772583135,0,1
