DNP3point,phase,Index,Measurement mRID,ConductingEquipment,Device Name
l78_Vrms.o1,A,168,_08e81e62-4031-475c-a5f1-fabe23d0c9ff,_B287886E-FF1D-476F-9164-253EC9EAB225,DNP3 Slave
l78_Vrms.o2,B,169,_38ad63b6-09b7-41b8-9f17-30f5eb0535c8,_B287886E-FF1D-476F-9164-253EC9EAB225,DNP3 Slave
l78_Vrms.o3,C,170,_09bda3de-3e0f-4c49-ba81-a5f9c27c0dac,_B287886E-FF1D-476F-9164-253EC9EAB225,DNP3 Slave
l79_Vrms.o1,A,171,_d44d1f32-1f16-4228-ae50-cb482014198a,_85D6BE35-989E-4B31-9F61-ED5B3560E58B,DNP3 Slave
l79_Vrms.o2,B,172,_c055faa9-bb54-4dad-8c1b-f99d6ee22bf3,_85D6BE35-989E-4B31-9F61-ED5B3560E58B,DNP3 Slave
l79_Vrms.o3,C,173,_5b616f18-9137-44f5-95c0-182cc58f15b3,_85D6BE35-989E-4B31-9F61-ED5B3560E58B,DNP3 Slave
l8_Vrms.o2,B,174,_552ea73e-fc2a-411c-a021-21fe46df6d80,_86C94507-F0BA-494F-98AB-C9F68022ECF8,DNP3 Slave
l80_Vrms.o1,A,175,_597a3972-86df-4533-989c-12394a4fe30a,_F1125DA0-4059-44E6-9D81-5604468180B1,DNP3 Slave
l80_Vrms.o2,B,176,_76c84872-2200-4050-a61f-04c9daa14e03,_F1125DA0-4059-44E6-9D81-5604468180B1,DNP3 Slave
l80_Vrms.o3,C,177,_bcb9d289-b914-49a0-ba63-4a2d7f16a0ee,_F1125DA0-4059-44E6-9D81-5604468180B1,DNP3 Slave
l81_Vrms.o1,A,178,_b1427845-1297-4ab6-a843-b198969526de,_C59D6941-008A-49C9-894E-FA89D354984C,DNP3 Slave
l81_Vrms.o2,B,179,_5fc97a99-f285-4fab-80b2-9537e37035a6,_C59D6941-008A-49C9-894E-FA89D354984C,DNP3 Slave
l81_Vrms.o3,C,180,_f1196b97-d262-4b89-9456-2614c313f9f3,_C59D6941-008A-49C9-894E-FA89D354984C,DNP3 Slave
l82_Vrms.o1,A,181,_a800e0f5-f09c-4ed6-94f1-119eab3d9504,_D2A543D0-AF3A-4E41-B031-0E3A34DAC3CC,DNP3 Slave
l82_Vrms.o2,B,182,_957dc480-5064-42df-b838-a7bd1dc8546e,_D2A543D0-AF3A-4E41-B031-0E3A34DAC3CC,DNP3 Slave
l82_Vrms.o3,C,183,_79044a0a-dd98-467c-8f59-f9a0b4a434e1,_D2A543D0-AF3A-4E41-B031-0E3A34DAC3CC,DNP3 Slave
l83_Vrms.o3,C,184,_1fb372e5-a974-472a-b353-3effe03941e2,_F75783E3-6755-4C5C-8732-3E0A7FB36435,DNP3 Slave
l85_Vrms.o3,C,185,_6e370799-1187-4b3d-a6be-29d79f7dcc88,_BECC625A-54E6-4951-A958-66F5A2377095,DNP3 Slave
l86_Vrms.o1,A,186,_8a03ada9-f450-4494-a9b0-9bb7de33f4a3,_B89C3656-AC72-469B-B59E-F1F97F427F5A,DNP3 Slave
l86_Vrms.o2,B,187,_b97d017f-90ec-4837-a2e3-3c84fd6c0f25,_B89C3656-AC72-469B-B59E-F1F97F427F5A,DNP3 Slave
l86_Vrms.o3,C,188,_75668a7c-535c-4b03-b6c4-bac7a9af309e,_B89C3656-AC72-469B-B59E-F1F97F427F5A,DNP3 Slave
l88_Vrms.o1,A,189,_5cfe3eff-438b-4dd7-b227-062f08889756,_F6CAABDB-8078-4746-B50B-171FE945E07A,DNP3 Slave
l88_Vrms.o2,B,190,_bab7cd3e-bc63-4741-b28d-007b795bec7b,_F6CAABDB-8078-4746-B50B-171FE945E07A,DNP3 Slave
l88_Vrms.o3,C,191,_800a4c74-cbd7-41b7-a87b-1e8cb8b76955,_F6CAABDB-8078-4746-B50B-171FE945E07A,DNP3 Slave
l9_Vrms.o1,A,192,_29ab49fd-0746-47c0-9cc5-1f92e6419138,_D3E1096A-0A65-425F-BC49-DDB3D2B10E24,DNP3 Slave
l90_Vrms.o1,A,193,_7c5ff826-71dd-47a5-95f8-ce4a1643e95b,_98D72EAF-E4BF-4EF7-9DFC-53E2121F9DD8,DNP3 Slave
l90_Vrms.o2,B,194,_d1057fd2-47b8-464b-8a04-5d3d2ecee365,_98D72EAF-E4BF-4EF7-9DFC-53E2121F9DD8,DNP3 Slave
l90_Vrms.o3,C,195,_4705ee99-ca74-48f6-aa17-cfc56738a911,_98D72EAF-E4BF-4EF7-9DFC-53E2121F9DD8,DNP3 Slave
l92_Vrms.o1,A,196,_99f780a9-6c3e-48c7-ae57-61c8c8c23bed,_A218A6D4-336A-4BB7-93B0-3EB687C2BAB9,DNP3 Slave
l92_Vrms.o2,B,197,_3c8a4dc8-7f50-40a6-b081-a4c243a30a78,_A218A6D4-336A-4BB7-93B0-3EB687C2BAB9,DNP3 Slave
l92_Vrms.o3,C,198,_a748e970-89c7-46d7-9d0b-063930a5bbed,_A218A6D4-336A-4BB7-93B0-3EB687C2BAB9,DNP3 Slave
l94_Vrms.o1,A,199,_f2b1978f-bdb9-4cd4-a862-c50399f509d1,_222BD062-8134-4FBA-8239-411443A3F6EB,DNP3 Slave
l94_Vrms.o2,B,200,_f426cc62-d77f-4cc0-84c0-3cba5d020ea6,_222BD062-8134-4FBA-8239-411443A3F6EB,DNP3 Slave
l94_Vrms.o3,C,201,_22ba4e32-d32e-4bd5-aa6b-d1da1f79bd9a,_222BD062-8134-4FBA-8239-411443A3F6EB,DNP3 Slave
l95_Vrms.o2,B,202,_43e2aae0-16ed-4968-b8be-31fc18710098,_6B9DF165-33F0-483D-A9AA-F8D504FCCB71,DNP3 Slave
l96_Vrms.o1,A,203,_df38e727-fff9-4d05-847f-0314bd375d57,_0F20F97E-831E-4CC3-BCE9-022401571141,DNP3 Slave
l96_Vrms.o2,B,204,_8235855a-3fe8-4449-8913-ab0803aeb781,_0F20F97E-831E-4CC3-BCE9-022401571141,DNP3 Slave
l96_Vrms.o3,C,205,_0c197f72-dc9e-47ff-972c-55e150206a13,_0F20F97E-831E-4CC3-BCE9-022401571141,DNP3 Slave
l97_Vrms.o1,A,206,_8acd2c3b-894b-47cf-873e-c5003717ebed,_86F755BD-1CF9-436E-81A8-4304BBBC1352,DNP3 Slave
l97_Vrms.o2,B,207,_64de45e2-27ea-4a42-aec0-29018d90d312,_86F755BD-1CF9-436E-81A8-4304BBBC1352,DNP3 Slave
l97_Vrms.o3,C,208,_2a2f78a5-510f-404c-b3cb-70196d04e301,_86F755BD-1CF9-436E-81A8-4304BBBC1352,DNP3 Slave
l98_Vrms.o1,A,209,_37e5204b-b9f1-4c76-8259-fb296ecbcbff,_5C6F75C9-E76D-4639-B761-16758F659408,DNP3 Slave
l98_Vrms.o2,B,210,_a82b9b09-3522-4ac8-9090-e63788310a41,_5C6F75C9-E76D-4639-B761-16758F659408,DNP3 Slave
l98_Vrms.o3,C,211,_a16ed038-92c4-4d84-904f-a86d84cfe638,_5C6F75C9-E76D-4639-B761-16758F659408,DNP3 Slave
l99_Vrms.o1,A,212,_90340061-026f-4ba1-915d-86a9aa273478,_735603E7-41C1-4C23-BCF4-300223F11FD1,DNP3 Slave
l99_Vrms.o2,B,213,_c8980924-d120-4461-9e78-4cd0cb773da3,_735603E7-41C1-4C23-BCF4-300223F11FD1,DNP3 Slave
l99_Vrms.o3,C,214,_c42e236e-7229-4299-ab5b-64e3cc94a438,_735603E7-41C1-4C23-BCF4-300223F11FD1,DNP3 Slave
reg1a_Vrms.o1,A,215,_956132ce-c935-4082-a151-43d0959c7e65,_9DA10945-2EDC-43C9-A748-B079D826B0DB,DNP3 Slave
reg1a_Vrms.o2,B,216,_c8a493c5-22e0-40a9-8141-215551ceae63,_9DA10945-2EDC-43C9-A748-B079D826B0DB,DNP3 Slave
reg1a_Vrms.o3,C,217,_7721f2eb-7fdd-4b01-acfe-ec92fcab7437,_9DA10945-2EDC-43C9-A748-B079D826B0DB,DNP3 Slave
s100c_Vrms.o3,C,218,_7aceb21a-aa22-4f0e-8136-d547448cc289,_D009A3C1-C692-4E8B-B61C-41AAB2B9CC3D,DNP3 Slave
s102c_Vrms.o3,C,219,_6f946378-6bba-4db1-9b3a-646e976a4f78,_EF7C5ECB-D33A-4087-BEB6-F31D65141B0D,DNP3 Slave
s103c_Vrms.o3,C,220,_34084725-2042-4043-8e46-41d4fc88f26c,_D5400D7D-AF66-49AF-9D78-97A644C819E4,DNP3 Slave
s104c_Vrms.o3,C,221,_4e3bbe43-5b74-4a05-b087-2304372bd16d,_0822C700-45F4-4B33-966D-E04B259C533F,DNP3 Slave
s106b_Vrms.o2,B,222,_815bbb13-ad68-4504-9ff0-70cb5f70f14f,_876669DF-6329-433E-8E85-9DD1676ED184,DNP3 Slave
s107b_Vrms.o2,B,223,_38312e44-4321-456c-8296-e0da3a78ff93,_F75F741F-5AE6-4B94-9687-EBD448F9A3D2,DNP3 Slave
s109a_Vrms.o1,A,224,_13cbf0a8-449d-4910-af1a-5d8b62ccea35,_4941C310-CE78-4351-8BF5-0445AFCD5685,DNP3 Slave
s10a_Vrms.o1,A,225,_81a51e42-7f49-4d2e-8b04-a2ac0682a4c8,_7E0FFB05-EA3C-48AB-8CA9-338BF99DCECB,DNP3 Slave
s111a_Vrms.o1,A,226,_7f3ed50b-f22e-47e2-9c2f-87b7b7275aef,_3F1FF1B4-94D8-4D26-A987-AB286E2362A6,DNP3 Slave
s112a_Vrms.o1,A,227,_843eae72-ffc4-4e92-9b5e-3141237d138d,_17DA5334-766F-48F1-AC2C-B26381825282,DNP3 Slave
s113a_Vrms.o1,A,228,_d8bd1d3c-9140-4c9f-99a0-4a6d02e1cc8a,_BE656414-6022-4085-AEFB-1D0430115DDD,DNP3 Slave
s114a_Vrms.o1,A,229,_02d765b8-ac30-4565-a7b8-44a1c4d71c92,_EE488DF2-AAAF-475A-8E14-F30782F500F1,DNP3 Slave
s11a_Vrms.o1,A,230,_793c8b3c-202b-4cba-8953-c8098e1d428f,_7C5F87CA-60CC-4303-91C1-8C89A7423335,DNP3 Slave
s12b_Vrms.o2,B,231,_8cd29b92-4a50-4466-9952-18a6ec576c27,_D0417CA3-80D6-4949-8D46-FC3996D2E097,DNP3 Slave
s16c_Vrms.o3,C,232,_6ce2f84c-250a-443c-abca-9d64bcb5defb,_759E2973-BEBA-4CA0-AADD-B7CC78224EF2,DNP3 Slave
s17c_Vrms.o3,C,233,_6e8e26f4-4196-44f7-9cc5-0f2eea80f3e6,_E1A73B5A-1313-4175-B51A-7CF771AC0DD6,DNP3 Slave
s19a_Vrms.o1,A,234,_7328e7a1-d34d-4405-b35e-fa54c4234b8c,_59BB0E32-4E9F-4384-A254-FAE3A9C26482,DNP3 Slave
s1a_Vrms.o1,A,235,_73a88982-a388-47f5-8e24-756e33f9c8c3,_EA157357-3736-4481-8CDE-722C5713C786,DNP3 Slave
s20a_Vrms.o1,A,236,_bcfa6f80-f574-4f0c-8e87-52512aed41c1,_55787331-1DC6-4748-9AA1-EA36C22E37EB,DNP3 Slave
s22b_Vrms.o2,B,237,_8a0380e7-b650-48e3-936c-245097e0b7f6,_C3037C54-F57F-4CA5-84A1-06186EA573C0,DNP3 Slave
s24c_Vrms.o3,C,238,_db76d420-9ed9-43d2-9427-43e6faa2bcac,_A35AA2D2-DCE7-4F67-B932-6A5A08AC158E,DNP3 Slave
s28a_Vrms.o1,A,239,_2e55181b-fd8f-4a8d-af9b-3d9cd94e9de3,_DFE6AE03-E62E-41C6-9E79-0F6CF8B5FA04,DNP3 Slave
s29a_Vrms.o1,A,240,_c325e410-48e6-4bc5-a6ce-67db4eed2522,_B9943C73-D4D5-44F2-84CA-8908C7D00F83,DNP3 Slave
s2b_Vrms.o2,B,241,_510ce6bf-06af-464c-88f8-7362c80eb9ed,_7EE88E39-A1DD-43BC-B51D-37A2C7911AB1,DNP3 Slave
s30c_Vrms.o3,C,242,_23cf6fd1-ac8b-44dd-bc11-cd3517bf65e7,_8C599457-6403-447D-838A-7AC5091C123F,DNP3 Slave
s31c_Vrms.o3,C,243,_da981bb9-85fe-4d03-b7d3-02c67e8db2e8,_D5563637-1031-4CA1-B59A-CAA3C787312E,DNP3 Slave
s32c_Vrms.o3,C,244,_3ee0f566-2de4-4735-b405-28a2cdc92207,_9DC99C69-D554-4C53-B1DD-41AE6E495764,DNP3 Slave
s33a_Vrms.o1,A,245,_3afb11b8-af1d-486a-a7a7-2ee4cbf192a0,_8025D6A7-C528-4C99-95AB-8470068127B2,DNP3 Slave
s34c_Vrms.o3,C,246,_93d40c85-0fad-4ee9-8cba-94be18acc41a,_53B10AFF-F2D4-4CB8-9197-569366CA9A0D,DNP3 Slave
s35a_Vrms.o1,A,247,_7eec86b2-458d-4c8d-93a5-a24463a914e7,_7C030653-EC28-49A0-8A1B-2E09E456A2D4,DNP3 Slave
s37a_Vrms.o1,A,248,_55ee8ffe-d779-4320-869a-279ddf838483,_1E48B860-76BD-4B0A-88AC-FCECED61E766,DNP3 Slave
s38b_Vrms.o2,B,249,_0ba2cea5-fa41-4b37-85e3-b7894f598c84,_958E6211-4AFD-4E03-9F15-9D8232B2498B,DNP3 Slave
s39b_Vrms.o2,B,250,_d2c5318d-bb0d-4140-a6fa-e9ed36158cf4,_7E6B0637-9ED9-4037-A107-8FD614CEB493,DNP3 Slave
s41c_Vrms.o3,C,251,_0c0c2256-b5dd-422d-9e9c-a965ace1a1c3,_9A0B3761-9170-4960-834A-07445D1F1C49,DNP3 Slave
s42a_Vrms.o1,A,252,_c71e3e13-edf1-45e3-9f09-e3eb74d31f4b,_470CDEBB-61F8-49D8-86E4-68FE24924082,DNP3 Slave
s43b_Vrms.o2,B,253,_d4a20fc2-ceb5-466c-b7e3-bab0f176ae71,_68075CFF-3389-4C2E-A1EA-327DC58DF172,DNP3 Slave
s45a_Vrms.o1,A,254,_d07152ec-20e4-406c-9c77-d0faecb215ea,_65CA537E-ACC1-4826-BE64-7530AA249899,DNP3 Slave
s46a_Vrms.o1,A,255,_92be8aa8-2126-45c9-b201-099263a43c5f,_B3AA14EF-645C-426D-B8DB-88890419C026,DNP3 Slave
s47_Vrms.o1,A,256,_cdfe34b0-1d8b-4ae8-9429-fc537f881296,_083FC1CB-34E5-4B95-B342-DD9658C78758,DNP3 Slave
s47_Vrms.o2,B,257,_7b1ccb56-0235-47bd-81f2-6a8cc8754f4e,_083FC1CB-34E5-4B95-B342-DD9658C78758,DNP3 Slave
s47_Vrms.o3,C,258,_d6bdb2cf-6dc2-48fe-b0ae-ca06aebb72e8,_083FC1CB-34E5-4B95-B342-DD9658C78758,DNP3 Slave
s48_Vrms.o1,A,259,_1db7ad14-5ba1-4b13-a570-c27ea3a957ad,_600E5F37-9508-4ADC-8A3C-1299C6487206,DNP3 Slave
s48_Vrms.o2,B,260,_0595a337-e47b-4446-9124-56c43a0a03ed,_600E5F37-9508-4ADC-8A3C-1299C6487206,DNP3 Slave
s48_Vrms.o3,C,261,_7a985d52-0712-4166-ab21-e1c6ce8f556a,_600E5F37-9508-4ADC-8A3C-1299C6487206,DNP3 Slave
s49a_Vrms.o1,A,262,_4ef7f517-ff35-43d5-bca8-10cad75365ae,_20ED98F8-DE46-483B-8D02-BCB7199A417A,DNP3 Slave
s49b_Vrms.o2,B,263,_e3f19990-6894-4188-ac14-cf8fe86f91d8,_00AB3D70-564B-492D-9021-8AD714AC1B32,DNP3 Slave
s49c_Vrms.o3,C,264,_d01e425a-e51f-4af2-96ad-ed4ed5132a10,_13CBF36A-3600-492D-8762-9A30B81BD686,DNP3 Slave
s4c_Vrms.o3,C,265,_c147ed46-0157-4144-8367-0c6c89a3d320,_8885F75C-F256-440D-8FEB-3341250061E5,DNP3 Slave
s50c_Vrms.o3,C,266,_f6dc7436-2b73-4605-94de-cdc83145df9b,_66B8C557-1007-440E-9C7C-2EC6A35C320D,DNP3 Slave
s51a_Vrms.o1,A,267,_65efed2d-1706-4377-91f3-52dab8fed0a9,_0DBAF7BF-1989-4EC8-83F7-3DBA6079ADAB,DNP3 Slave
s52a_Vrms.o1,A,268,_e0064a3f-f0bf-4c4d-8762-ebd498ea5c76,_3F605180-674B-4CDE-88CC-2F1A5BB1D3DA,DNP3 Slave
s53a_Vrms.o1,A,269,_eb5bdbcf-06ab-4f00-aca6-d0bff6644439,_62415144-70A4-42CC-AD44-4B7120D2169F,DNP3 Slave
s55a_Vrms.o1,A,270,_540960cf-0ced-4e05-b650-a543bafb8e0b,_DFF0E3D7-7937-4194-B3EB-1516BDE3A1A8,DNP3 Slave
s56b_Vrms.o2,B,271,_3e9a35b5-3359-49f9-88ff-a23d1f458c52,_9C073E59-7B8C-4B0C-B75C-5C33BA9BB296,DNP3 Slave
s58b_Vrms.o2,B,272,_82ebfab5-bcd5-433f-bda4-e76ccca1d53a,_A986DD32-A8AA-4FBC-83BD-7817B7A8B596,DNP3 Slave
s59b_Vrms.o2,B,273,_cdeb301c-50fd-4e70-9bbc-603856d19ba1,_EFFEF02F-8A2F-4BBC-B36C-2445F6D8833B,DNP3 Slave
s5c_Vrms.o3,C,274,_0ef487fb-9eec-4fce-9e80-79467f735a4f,_06BB5F7C-D9AD-4041-A4B4-1BB8B1ECF384,DNP3 Slave
s60a_Vrms.o1,A,275,_95166b23-aae5-444b-946e-5bfd04db9b04,_1D281728-B3AC-4397-907A-F8A19E6A5AB1,DNP3 Slave
s62c_Vrms.o3,C,276,_0e2b52cc-c6dd-4de7-ba04-d32f5a040cb6,_FB758C28-E30F-417B-87AC-F7C503E440F3,DNP3 Slave
s63a_Vrms.o1,A,277,_190d03aa-7987-43f4-85bf-31b937b7ea22,_6D6095A1-B8D2-4FCA-8CD0-F722B4821DDD,DNP3 Slave
s64b_Vrms.o2,B,278,_3c6c21ae-f288-426d-bf45-881ccce6aeef,_364B3380-BCAE-4478-B7D9-AB1AD31CF17D,DNP3 Slave
s65a_Vrms.o1,A,279,_a6c19c59-cfd7-445d-a7ca-ef9c53706242,_57A3AB1F-8829-4C64-9823-778D549941CC,DNP3 Slave
s65b_Vrms.o2,B,280,_6602c228-204e-42f3-918a-a552ffb7e50e,_B6F8037C-13E2-4800-A5B9-C3AE40CAC974,DNP3 Slave
s65c_Vrms.o3,C,281,_adeaed9a-ef5f-4885-8716-a4fa694c721e,_502FCF15-3D10-4007-9B27-B756143087A5,DNP3 Slave
s66c_Vrms.o3,C,282,_86befb95-aa3b-43e8-9e05-9b969cf10449,_99DFCCC5-D806-4C67-A1C6-C42410C707C0,DNP3 Slave
s68a_Vrms.o1,A,283,_49aaa89e-98fc-45e4-96ef-25f980e0e956,_3690313E-CA25-4D64-BAE2-C197313061EC,DNP3 Slave
s69a_Vrms.o1,A,284,_9803e1e2-0486-4175-bfb6-809620ab91f6,_27BB3420-CBCC-4FA9-9F74-C6A4668E2B84,DNP3 Slave
s6c_Vrms.o3,C,285,_7e7d8268-3b61-40eb-8c70-201b18f78bcb,_299AA3FE-80CE-4A8D-8BF0-D5324E9B1319,DNP3 Slave
s70a_Vrms.o1,A,286,_867ca1e7-5c35-4d97-a81c-b58eb3a39d24,_F4DCED4E-C372-4346-93E2-3B42DC095342,DNP3 Slave
s71a_Vrms.o1,A,287,_7d37e30b-5918-41b0-b936-5bc504b2768f,_F042AD78-19E9-4BC3-A297-8BC1C7A8D2FA,DNP3 Slave
s73c_Vrms.o3,C,288,_e801e999-6a02-4219-98d9-0ac1074b08b9,_C85037BE-F5D8-4350-9680-5DFA0D636D14,DNP3 Slave
s74c_Vrms.o3,C,289,_8484cba3-2163-4d05-9102-e9cbc438a0c1,_84344D37-5FF6-41C7-B8BD-0C58C8A6127A,DNP3 Slave
s75c_Vrms.o3,C,290,_9074d945-435e-4c62-8303-e9ce2403c45e,_176E9425-9ECC-46A3-95A2-D2A6E4A44150,DNP3 Slave
s76a_Vrms.o1,A,291,_6e13740c-bb85-4fee-971c-5f01b40c8669,_3B4E504F-D606-4F92-94F0-877E24E025C6,DNP3 Slave
s76b_Vrms.o2,B,292,_613691bd-8e71-4285-ba62-0f7f8285b11b,_DD3BECE1-B157-4339-A940-46A3102DD036,DNP3 Slave
s76c_Vrms.o3,C,293,_0fa9eeb1-9160-4516-8995-2f08644826ad,_FACC9D1F-29AA-4660-A0D3-B437A655540B,DNP3 Slave
s77b_Vrms.o2,B,294,_bb9b754a-726d-4ef1-9b2e-025fc2663105,_57806341-A674-43F9-9D9D-DCBA5E973F54,DNP3 Slave
s79a_Vrms.o1,A,295,_2dbf5ea5-c29a-4f18-ab72-e5fffde281c9,_18DAD4F8-81BC-4A70-8872-96CD6758EC93,DNP3 Slave
s7a_Vrms.o1,A,296,_2845a96b-4c5e-4a4d-9faf-89f61e8c2708,_09C4116E-90E0-42E8-B284-4A224C82387D,DNP3 Slave
s80b_Vrms.o2,B,297,_86860789-5fb5-4126-838c-1e333d837398,_72BEEFCE-701D-4B35-98D9-89341BEF210D,DNP3 Slave
s82a_Vrms.o1,A,298,_e3a7494b-5c49-4813-973d-e4cc7101e2f4,_73E53FC8-9ACE-46A7-8545-9FCD9A2BE8F1,DNP3 Slave
s83c_Vrms.o3,C,299,_812abb2f-d866-4628-b468-c47653a44a9c,_54AF93F0-5800-4807-890C-5A287F7BEB7C,DNP3 Slave
s84c_Vrms.o3,C,300,_34ee1373-0794-4bf7-90de-b7136f5778d0,_9EF99C68-8B0E-43B4-8788-4799580DD6F8,DNP3 Slave
s85c_Vrms.o3,C,301,_2d768a5f-710e-45d0-ad9f-cdd195024cfb,_A8DE8CCA-4406-4387-9FF0-B122A3C1AE93,DNP3 Slave
s86b_Vrms.o2,B,302,_393cc431-9823-491d-9570-785831ccf2fd,_03F8EA33-3E6B-4433-B733-C35D89A5B7A6,DNP3 Slave
s87b_Vrms.o2,B,303,_dd163b23-58a5-463c-9544-412572658c41,_99F8A9C7-622D-466A-A732-2A6AFFF81B10,DNP3 Slave
s88a_Vrms.o1,A,304,_b051fdf7-cd67-436c-bd7c-f48be8c1cdf2,_8F343A5E-A613-46A2-ACFF-D5CEE505C5CE,DNP3 Slave
s90b_Vrms.o2,B,305,_1d8f4e45-c654-4ee0-b8ab-9896638286d6,_27E492A0-A593-46A5-AFF9-64D43D42E898,DNP3 Slave
s92c_Vrms.o3,C,306,_c8dde0d8-f4c4-4f1a-b29b-f4d7413f3214,_FCD2F522-3FAC-45CB-B941-AEDB3B16A2DF,DNP3 Slave
s94a_Vrms.o1,A,307,_0364459b-fe31-4d35-9931-f0f36e919e7f,_BFF9B481-DF3F-462C-9814-4F3396F574E6,DNP3 Slave
s95b_Vrms.o2,B,308,_218bdad9-c1d3-4ed9-91dc-3c6178b213c0,_F8868CE9-727F-4286-97F9-4FF83EE48B3A,DNP3 Slave
s96b_Vrms.o2,B,309,_efd50987-f730-4716-b091-2adfbc55565a,_BAF7127F-F0E5-4B0E-B750-3A92826BBB8D,DNP3 Slave
s98a_Vrms.o1,A,310,_fc47b1c2-6a0a-432b-998a-32cb05470fce,_1575D299-7780-4071-BE3D-75C01E5987D4,DNP3 Slave
s99b_Vrms.o2,B,311,_3bba6e8a-8b4f-4c9c-be6b-e1905bb1ca67,_F725D16B-B25E-4D52-AD64-E792648C2B38,DNP3 Slave
s9a_Vrms.o1,A,312,_6b208800-a756-4b8d-87ff-97efea6662c6,_0A42A7D8-CB0D-4C7A-AB0C-92F4E9DBA92B,DNP3 Slave
sw1_Vrms.o1,A,313,_fea178f7-fe68-402b-a061-4ff8bbfc3977,_7CBC54BB-4A93-410F-AF92-DDA633676AA0,DNP3 Slave
sw1_Vrms.o2,B,314,_5f66aeb8-c787-4d0e-8906-11713b36a1d4,_7CBC54BB-4A93-410F-AF92-DDA633676AA0,DNP3 Slave
sw1_Vrms.o3,C,315,_e3762669-331a-4a01-85fd-2c3795020e4f,_7CBC54BB-4A93-410F-AF92-DDA633676AA0,DNP3 Slave
sw2_Vrms.o1,A,316,_567ae6f3-ebfb-43e0-b54d-a351277512b3,_6C1FDA90-1F4E-4716-BC90-1CCB59A6D5A9,DNP3 Slave
sw2_Vrms.o2,B,317,_4deee3bd-9679-452c-9558-9e07895d8958,_6C1FDA90-1F4E-4716-BC90-1CCB59A6D5A9,DNP3 Slave
sw2_Vrms.o3,C,318,_7cee5e61-1bb2-48f1-a4fe-c2a319a60220,_6C1FDA90-1F4E-4716-BC90-1CCB59A6D5A9,DNP3 Slave
sw3_Vrms.o1,A,319,_ee12af22-8b65-4a1e-92a2-664655cda7b8,_C0E08600-353A-425F-8120-4D0DA40BEA29,DNP3 Slave
sw3_Vrms.o2,B,320,_d7c61027-e4f3-4f56-8231-565f7bf6bf0c,_C0E08600-353A-425F-8120-4D0DA40BEA29,DNP3 Slave
sw3_Vrms.o3,C,321,_a1ad979e-1da4-40f1-9595-391d24e74829,_C0E08600-353A-425F-8120-4D0DA40BEA29,DNP3 Slave
sw4_Vrms.o1,A,322,_1ae30174-f168-4bf6-aa82-3779aaf10fd7,_BC63E102-37AD-4269-BB19-8351403B9B60,DNP3 Slave
sw4_Vrms.o2,B,323,_c15347d1-a634-4120-9637-bb24caa0c150,_BC63E102-37AD-4269-BB19-8351403B9B60,DNP3 Slave
sw4_Vrms.o3,C,324,_a87b8d14-2e45-49dc-866d-d7831e0afcda,_BC63E102-37AD-4269-BB19-8351403B9B60,DNP3 Slave
sw5_Vrms.o1,A,325,_df712915-e700-4eb3-99bc-5f373bc5b5ea,_BF5475DE-062E-43B6-8671-8A2EAA5737EE,DNP3 Slave
sw5_Vrms.o2,B,326,_49e040de-abf6-429f-8433-dae9c945c03c,_BF5475DE-062E-43B6-8671-8A2EAA5737EE,DNP3 Slave
sw5_Vrms.o3,C,327,_ed2d33ae-45b3-4f36-83a8-0a391f492166,_BF5475DE-062E-43B6-8671-8A2EAA5737EE,DNP3 Slave
sw6_Vrms.o1,A,328,_f65ed30a-f895-4a96-a33b-583fc235ec26,_C4486A70-BD65-4535-B8A1-B255CED67606,DNP3 Slave
sw6_Vrms.o2,B,329,_68e934c6-e2a2-449a-93c4-033d9d4d7fed,_C4486A70-BD65-4535-B8A1-B255CED67606,DNP3 Slave
sw6_Vrms.o3,C,330,_df3a5589-5acb-41e0-bce2-c87069460f66,_C4486A70-BD65-4535-B8A1-B255CED67606,DNP3 Slave
sw7_Vrms.o1,A,331,_f42a3611-d66e-48a8-a079-0a280e906633,_7262F9C3-2E8B-4069-AA13-BF4A655ACE35,DNP3 Slave
sw7_Vrms.o2,B,332,_b2e702ed-abd5-4795-9fef-0ad09155d74c,_7262F9C3-2E8B-4069-AA13-BF4A655ACE35,DNP3 Slave
sw7_Vrms.o3,C,333,_fc4b3415-2e06-442c-a3c1-0c67b051dba5,_7262F9C3-2E8B-4069-AA13-BF4A655ACE35,DNP3 Slave
sw8_Vrms.o1,A,334,_e0554a2a-7bb1-489a-9df3-7e93105715f0,_382F5D22-0DB5-4F62-8011-D5D522A45141,DNP3 Slave
xfm1_Vrms.o1,A,335,_d3975783-7614-4a0e-a853-c5a0faabefa3,_D16A0CBB-DE18-4820-BDF5-DA651A688285,DNP3 Slave
xfm1_Vrms.o2,B,336,_744704b1-ff60-46d1-a1cc-6711d772926f,_D16A0CBB-DE18-4820-BDF5-DA651A688285,DNP3 Slave
xfm1_Vrms.o3,C,337,_adc3d41c-495b-4471-89e3-7b4a2a2d6906,_D16A0CBB-DE18-4820-BDF5-DA651A688285,DNP3 Slave
